WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age_mu,Age_2s,Age calculation from,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc
RSL_131,-40.6136,-62.277817,"San Blas
Sector A",Sector A,Argentina,Buenos Aires,Sea Level Indicator,Beach ridge,"Three pre-Holocene beach ridges located south of the town of San Blas, all of which have the same elevation. The deposits (beach gravels) were considered to be Pleistocene based on radiocarbon dating, and high amount of carbonate cementation relative to Holocene beaches. The elevations are assumed to be the elevation of the deposit that contained shells, rather than the top of the ridge.",Barometric altimeter,9.5,2.06,,,,3.75,6.5,Mean Sea Level / General definition,5.75,3.84786954,Other age constraint,Older than,San Blas Unidad 2,,,,,,,,,57,29,Older than,MIS 3,1,0,"Trebino, 1987",Evan Gowan,6/3/2020 8:49,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,-5.793608621,-1.945739081,1.90213046,5.75,9.59786954,13.44573908,17.29360862
RSL_150,-33.06,-58.44,"Southeast Entre Rios Province
Irazusta Quarry",Irazusta Quarry,Argentina,Entre Rios,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a brackish (oligohaline) estuary deposit. Environmental conditions inferred based on the presence of Erodona mactroides, Tagelus gibbus and Ostrea. The deposit overlies a wave cut platform with reverse magnetism, which was originally interpreted to be the Blake Excursion (which was a short magnetic excursion during MIS 5), though this interpretation is questionable. ",Not reported,6.2,1.53,,,,,,Mean Sea Level / General definition,,,Other age constraint,Older than,Irazusta Quarry 1,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez et al 1986
 Gonzalez and Guida, 1990
 Gonzalez et al 1988b",Evan Gowan,5/19/2020 9:36,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,,,,,,,
RSL_150,-33.06,-58.44,"Southeast Entre Rios Province
Irazusta Quarry",Irazusta Quarry,Argentina,Entre Rios,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a brackish (oligohaline) estuary deposit. Environmental conditions inferred based on the presence of Erodona mactroides, Tagelus gibbus and Ostrea. The deposit overlies a wave cut platform with reverse magnetism, which was originally interpreted to be the Blake Excursion (which was a short magnetic excursion during MIS 5), though this interpretation is questionable. ",Not reported,6.2,1.53,,,,,,Mean Sea Level / General definition,,,Other age constraint,Older than,Irazusta Quarry 2,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez et al 1986
 Gonzalez and Guida, 1990
 Gonzalez et al 1988b",Evan Gowan,5/19/2020 9:36,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,,,,,,,
RSL_150,-33.06,-58.44,"Southeast Entre Rios Province
Irazusta Quarry",Irazusta Quarry,Argentina,Entre Rios,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a brackish (oligohaline) estuary deposit. Environmental conditions inferred based on the presence of Erodona mactroides, Tagelus gibbus and Ostrea. The deposit overlies a wave cut platform with reverse magnetism, which was originally interpreted to be the Blake Excursion (which was a short magnetic excursion during MIS 5), though this interpretation is questionable. ",Not reported,6.2,1.53,,,,,,Mean Sea Level / General definition,,,Other age constraint,Older than,Irazusta Quarry 3,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez et al 1986
 Gonzalez and Guida, 1990
 Gonzalez et al 1988b",Evan Gowan,5/19/2020 9:36,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,,,,,,,
RSL_156,-34.1803,-58.2503,"Martin Garcia Island
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a estuary deposit with mollusc shell, fish teeth and otolith fossils. The deposit is about 40 cm thick, overlying Precambrian bedrock and overlain by eolian silts. The deposit is adjacent to a paleo-cliff.",Not reported,7.5,1.65,,,,,,Mean Sea Level / General definition,,,Other age constraint,Older than,Martin Garcia Island 1,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez and Ravizza, 1987
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,5/19/2020 9:53,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,,,,,,,
RSL_156,-34.1803,-58.2503,"Martin Garcia Island
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a estuary deposit with mollusc shell, fish teeth and otolith fossils. The deposit is about 40 cm thick, overlying Precambrian bedrock and overlain by eolian silts. The deposit is adjacent to a paleo-cliff.",Not reported,7.5,1.65,,,,,,Mean Sea Level / General definition,,,Other age constraint,Older than,Martin Garcia Island 2,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez and Ravizza, 1987
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,5/19/2020 9:53,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-001,mollusc shell,106,31.8,,,,,130,71,Equal to,MIS 5,1,3,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:37,,58.3,74.2,90.1,106,121.9,137.8,153.7,,106,31.8,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-002,mollusc shell,106,31.8,,,,,130,71,Equal to,MIS 5,1,3,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:37,,58.3,74.2,90.1,106,121.9,137.8,153.7,,106,31.8,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-003,mollusc shell,106,31.8,,,,,130,71,Equal to,MIS 5,1,3,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:37,,58.3,74.2,90.1,106,121.9,137.8,153.7,,106,31.8,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-004,mollusc shell,106,31.8,,,,,130,71,Equal to,MIS 5,1,3,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:37,,58.3,74.2,90.1,106,121.9,137.8,153.7,,106,31.8,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-005,mollusc shell,106,31.8,,,,,130,71,Equal to,MIS 5,1,3,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:37,,58.3,74.2,90.1,106,121.9,137.8,153.7,,106,31.8,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-006,mollusc shell,106,31.8,,,,,130,71,Equal to,MIS 5,1,3,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:37,,58.3,74.2,90.1,106,121.9,137.8,153.7,,106,31.8,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-007,mollusc shell,106,31.8,,,,,130,71,Equal to,MIS 5,1,3,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:37,,58.3,74.2,90.1,106,121.9,137.8,153.7,,106,31.8,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6,1.72,,,,,,Mean Sea Level / General definition,,,Other age constraint,Older than,Canada de Arregui,,,,,,,,,57,29,Older than,MIS 3,1,3,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:37,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,,,,,,,
RSL_158,-38.68,-62.47,"Bahia Blanca
Bahia Blanca Estuary",Bahia Blanca Estuary,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as estuary deposits with mollusc fossils, overlying cemented deltaic deposits.",Not reported,13.5,3.58,,,,,,Mean Sea Level / General definition,,,Other age constraint,Older than,Bahia Blanca estuary 1,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,5/19/2020 9:54,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,,,,,,,
RSL_158,-38.68,-62.47,"Bahia Blanca
Bahia Blanca Estuary",Bahia Blanca Estuary,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as estuary deposits with mollusc fossils, overlying cemented deltaic deposits.",Not reported,13.5,3.58,,,,,,Mean Sea Level / General definition,,,Other age constraint,Older than,Bahia Blanca estuary 2,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,5/19/2020 9:54,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,,,,,,,
RSL_165,-38.04,-57.54,"Mar del Plata
Mar del Plata port",Mar del Plata port,Argentina,Buenos Aires,Sea Level Indicator,Beach deposit or beachrock,"Described as a transgressive beach deposit, overlying Paleozoic quartzite and underlying compact eoloian silt. The beach deposit is described as being quartzitic sand, with the basal portion being a conglomerate with quartzite blocks. The beach deposit contains fossils of Glycymeris longior. They conducted paleo-magnetism measurements of this deposit, which had reversed polarity.",Not reported,10,2.06,,,,-0.25,3,Mean Sea Level / General definition,10.25,2.548254304,Other age constraint,Older than,Mar del Plata port,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez et al 1986
 Gonzalez and Guida, 1990
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:39,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,2.605237087,5.153491391,7.701745696,10.25,12.7982543,15.34650861,17.89476291
RSL_166,-39.69,-62.09,"Colorado River Delta
",,Argentina,Buenos Aires,Sea Level Indicator,Beach ridge,"Described as ""littoral ridges"" composed of sand and gravel, and overlain by thin eolian sand. The beach ridges contain fossil shells.",Not reported,6.2,1.8,,,,1.36,0.16,Mean Sea Level / General definition,4.84,1.801776901,Other age constraint,Older than,Colorado River Delta 1,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:40,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,-0.565330702,1.236446199,3.038223099,4.84,6.641776901,8.443553801,10.2453307
RSL_166,-39.69,-62.09,"Colorado River Delta
",,Argentina,Buenos Aires,Sea Level Indicator,Beach ridge,"Described as ""littoral ridges"" composed of sand and gravel, and overlain by thin eolian sand. The beach ridges contain fossil shells.",Not reported,6.2,1.8,,,,1.36,0.16,Mean Sea Level / General definition,4.84,1.801776901,Other age constraint,Older than,Colorado River Delta 2,,,,,,,,,57,29,Older than,MIS 3,1,0,"Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,4/28/2020 3:40,29,29.028,29.644,33.452,43,52.548,56.356,56.86,57,,,Stratigraphic constraint,-0.565330702,1.236446199,3.038223099,4.84,6.641776901,8.443553801,10.2453307
RSL_167,-49.31,-67.72,"San Julian
",,Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as being a marine terrace with elevation between 8 and 10 m. The shells used for ESR dating were taken from about 8 m, based on a diagram from the paper.",Barometric altimeter,9,2.06,,,,1.44,5.3,Mean Sea Level / General definition,7.56,3.356501154,ESR,Equal to,D-690-a,RA89-001-001,,106,16,,,,,130,71,Equal to,MIS 5,1,3,"Radtke, 1989
 Schellmann and Radtke, 1997
 Radtke, 1989",Evan Gowan,4/28/2020 3:42,,82,90,98,106,114,122,130,,106,16,Recalculation/Report,-2.509503463,0.846997691,4.203498846,7.56,10.91650115,14.27300231,17.62950346
RSL_167,-49.31,-67.72,"San Julian
",,Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as being a marine terrace with elevation between 8 and 10 m. The shells used for ESR dating were taken from about 8 m, based on a diagram from the paper.",Barometric altimeter,9,2.06,,,,1.44,5.3,Mean Sea Level / General definition,7.56,3.356501154,ESR,Equal to,D-1133-b,RA89-002-001,,155,23,,,,,130,71,Equal to,MIS 5,1,3,"Radtke, 1989
 Schellmann and Radtke, 1997",Evan Gowan,4/28/2020 3:42,,120.5,132,143.5,155,166.5,178,189.5,,155,23,Recalculation/Report,-2.509503463,0.846997691,4.203498846,7.56,10.91650115,14.27300231,17.62950346
RSL_167,-49.31,-67.72,"San Julian
",,Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as being a marine terrace with elevation between 8 and 10 m. The shells used for ESR dating were taken from about 8 m, based on a diagram from the paper.",Barometric altimeter,9,2.06,,,,1.44,5.3,Mean Sea Level / General definition,7.56,3.356501154,ESR,Equal to,D-1133-c,RA89-003-001,,118,18,,,,,130,71,Equal to,MIS 5,1,3,"Radtke, 1989
 Schellmann and Radtke, 1997",Evan Gowan,4/28/2020 3:42,,91,100,109,118,127,136,145,,118,18,Recalculation/Report,-2.509503463,0.846997691,4.203498846,7.56,10.91650115,14.27300231,17.62950346
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-001,mollusc shell,123,36.9,,,,,130,71,Equal to,MIS 5,1,3,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,3/18/2020 3:48,,67.65,86.1,104.55,123,141.45,159.9,178.35,,123,36.9,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-002,mollusc shell,123,36.9,,,,,130,71,Equal to,MIS 5,1,3,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,3/18/2020 3:48,,67.65,86.1,104.55,123,141.45,159.9,178.35,,123,36.9,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-003,mollusc shell,123,36.9,,,,,130,71,Equal to,MIS 5,1,3,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,3/18/2020 3:48,,67.65,86.1,104.55,123,141.45,159.9,178.35,,123,36.9,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-004,mollusc shell,123,36.9,,,,,130,71,Equal to,MIS 5,1,3,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,3/18/2020 3:48,,67.65,86.1,104.55,123,141.45,159.9,178.35,,123,36.9,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-005,mollusc shell,123,36.9,,,,,130,71,Equal to,MIS 5,1,3,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,3/18/2020 3:48,,67.65,86.1,104.55,123,141.45,159.9,178.35,,123,36.9,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-006,mollusc shell,123,36.9,,,,,130,71,Equal to,MIS 5,1,3,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,3/18/2020 3:48,,67.65,86.1,104.55,123,141.45,159.9,178.35,,123,36.9,Recalculation/Report,,,,,,,
